transaction_amount,transaction_time,customer_age,distance_from_home,previous_fraud_history,merchant_risk_score,num_transactions_last_24hrs,account_type,region,transaction_method,fraud_label
157.17,9,42,4.05,0,0.04,1,Current,East,POS,0
744.11,13,55,1.36,0,0.63,1,Savings,South,Online,0
92.13,6,74,10.42,0,0.4,3,Savings,East,Online,0
88.38,3,55,33.14,0,0.77,5,Savings,Central,Online,1
84.35,1,52,28.19,0,0.32,1,Savings,South,POS,0
147.02,23,43,1.87,0,0.37,2,Current,East,Online,0
116.2,17,20,50.19,0,0.52,1,Savings,West,ATM,0
423.91,15,19,4.6,0,0.35,3,Savings,West,POS,0
140.85,8,22,6.45,0,0.26,3,Savings,North,Online,0
141.76,4,37,2.42,0,0.36,6,Savings,West,Online,0
29.79,8,29,7.12,0,0.91,0,Current,East,Online,0
811.87,7,55,15.14,0,0.34,3,Savings,South,Online,0
57.53,23,33,10.58,0,0.9,0,Current,North,Online,0
15.24,19,54,26.36,0,0.21,2,Savings,North,ATM,0
217.62,15,55,15.38,0,0.67,6,Current,Central,ATM,0
180.95,19,53,4.59,0,0.74,4,Savings,North,Online,0
107.28,17,63,12.23,0,0.11,3,Savings,Central,Online,0
109.7,3,46,1.0,0,0.54,1,Current,West,Online,0
307.48,15,52,13.04,0,0.01,2,Savings,West,POS,0
43.56,3,66,7.41,0,0.93,4,Current,West,Mobile Banking,0
343.24,5,54,1.55,0,0.52,2,Savings,North,Online,0
209.25,2,71,5.51,0,0.04,0,Savings,East,Online,0
108.59,17,38,34.25,0,0.68,4,Current,Central,POS,0
122.51,14,38,13.23,0,0.89,4,Current,Central,POS,0
59.32,7,45,35.04,0,0.74,2,Savings,North,Online,0
278.96,17,23,7.93,0,0.13,4,Current,East,POS,0
143.85,23,37,57.88,0,0.54,2,Business,North,Online,1
77.38,22,53,6.69,0,0.73,2,Current,Central,Online,0
181.29,2,30,21.21,0,0.8,5,Current,East,Online,0
1091.44,5,57,5.47,0,0.02,3,Business,West,Mobile Banking,0
114.28,21,28,1.68,0,0.28,3,Savings,West,ATM,0
506.88,20,41,26.85,1,0.88,2,Current,West,Online,1
84.63,23,36,21.57,1,0.26,2,Savings,South,ATM,0
11.26,14,40,25.77,0,0.47,3,Business,South,ATM,0
45.69,11,48,5.34,0,0.7,1,Savings,West,Mobile Banking,0
108.5,4,54,18.24,0,0.99,3,Current,Central,POS,0
49.6,6,54,3.73,0,0.43,3,Savings,East,Mobile Banking,0
0.05,21,20,0.17,0,0.5,6,Business,Central,Mobile Banking,0
493.02,14,51,30.2,0,0.56,4,Savings,South,ATM,0
371.43,6,46,11.12,0,0.23,3,Savings,East,Online,0
271.19,12,20,61.71,0,0.37,2,Savings,East,ATM,0
36.74,2,32,7.29,0,0.43,4,Current,North,POS,0
25.65,22,24,47.15,0,0.02,3,Business,West,Mobile Banking,0
14.0,12,20,14.32,0,0.01,4,Business,Central,POS,0
257.49,2,64,10.77,0,0.22,2,Savings,East,POS,0
528.47,1,60,5.41,0,0.51,4,Savings,East,POS,0
112.61,22,33,26.17,0,0.96,2,Savings,North,Online,0
25.37,3,62,26.47,0,0.97,2,Savings,West,Online,0
143.65,16,51,8.09,0,0.65,3,Current,West,Online,0
85.8,5,37,19.49,0,0.83,5,Current,South,Online,0
93.94,10,61,8.89,0,0.9,5,Current,Central,Online,0
194.22,5,70,20.19,0,0.84,5,Current,Central,Online,0
253.68,21,56,77.22,0,0.54,4,Savings,North,Online,0
23.44,1,50,4.57,0,0.7,4,Business,North,Online,0
7.25,16,31,15.08,0,0.0,4,Savings,North,POS,0
1034.52,2,73,7.17,0,0.65,0,Current,West,POS,0
52.98,11,59,11.92,0,0.43,3,Current,East,Online,0
11.07,13,52,31.09,0,0.64,4,Savings,East,POS,0
42.11,1,28,6.41,0,0.69,3,Savings,East,Mobile Banking,0
7.95,21,71,1.13,0,0.1,3,Savings,Central,Online,0
99.45,21,37,24.06,0,0.87,2,Current,East,Online,0
324.3,4,47,12.15,0,0.18,5,Current,Central,Mobile Banking,0
83.48,9,70,8.95,0,0.01,1,Savings,South,POS,0
117.46,9,45,3.04,0,0.43,5,Savings,South,Online,0
225.15,20,32,1.46,0,0.09,1,Current,East,Mobile Banking,0
142.22,8,55,4.9,0,0.96,4,Business,South,Online,1
395.3,20,67,19.04,0,0.28,3,Savings,North,Online,0
402.04,12,30,7.96,0,0.22,4,Business,South,ATM,0
1.99,9,64,12.67,0,0.26,4,Current,North,Mobile Banking,0
301.06,5,52,1.28,0,0.28,1,Business,South,POS,0
123.51,10,64,1.97,0,0.06,0,Savings,East,Online,0
899.09,3,41,0.17,0,0.54,3,Current,East,POS,0
132.03,13,73,16.78,0,0.02,5,Savings,North,ATM,0
866.97,16,18,4.61,0,0.75,2,Current,South,POS,0
280.95,19,59,51.14,0,0.77,0,Business,North,Online,2
57.16,1,41,5.53,0,0.4,3,Savings,North,POS,0
154.61,9,44,6.78,0,0.97,1,Savings,West,POS,0
969.08,2,35,9.51,0,0.78,3,Business,West,ATM,1
389.73,6,43,5.77,0,0.12,3,Savings,North,Online,0
20.49,6,46,25.51,0,0.98,4,Savings,Central,POS,0
245.09,0,25,31.34,0,0.85,5,Savings,East,ATM,0
84.8,7,61,0.17,0,0.7,5,Current,East,POS,0
1.4,22,43,15.95,0,0.65,5,Savings,East,POS,0
103.33,0,22,17.38,0,0.6,2,Savings,East,Online,0
53.51,7,50,48.83,0,0.99,2,Current,West,POS,0
341.71,13,57,6.94,0,0.48,6,Savings,West,ATM,0
82.3,13,22,3.26,0,0.17,1,Savings,North,Mobile Banking,0
351.5,1,66,11.03,0,0.29,1,Savings,Central,POS,0
0.12,7,64,8.9,0,0.38,5,Current,North,Mobile Banking,0
73.58,18,53,23.53,0,0.32,3,Savings,Central,Online,0
55.19,9,30,35.15,0,0.03,3,Savings,South,POS,0
53.2,6,34,1.36,0,0.07,3,Savings,Central,Online,0
14.12,12,30,28.12,0,0.0,2,Savings,Central,Mobile Banking,0
41.44,21,42,35.95,0,0.68,1,Current,East,ATM,0
162.18,20,19,38.68,0,0.66,1,Business,Central,ATM,0
68.88,14,41,21.68,0,0.07,0,Savings,Central,Online,0
108.05,10,53,20.33,0,0.32,3,Savings,Central,Online,0
94.6,13,42,0.23,1,0.28,3,Savings,East,Online,0
417.34,10,51,37.92,0,0.45,4,Current,East,Mobile Banking,0
471.41,1,29,6.5,0,0.36,2,Savings,North,POS,0
135.83,1,36,0.63,0,0.82,5,Savings,West,Online,0
80.14,11,67,7.99,0,0.88,3,Savings,East,Online,0
22.59,14,59,19.8,0,0.21,4,Current,West,POS,0
613.24,16,47,8.75,0,0.12,3,Current,East,Online,0
12.42,13,54,21.28,0,0.84,0,Savings,North,Online,0
70.66,15,60,10.68,0,0.5,6,Current,Central,Online,0
70.78,7,18,5.34,1,0.32,3,Savings,South,POS,0
77.25,23,20,3.4,0,0.05,1,Current,East,Online,0
35.89,16,66,8.2,0,0.61,3,Current,North,Online,0
305.72,4,43,0.55,0,0.21,5,Savings,South,ATM,0
26.14,11,32,8.24,0,0.04,3,Savings,South,Online,0
201.52,5,63,1.07,0,0.44,6,Savings,Central,Mobile Banking,0
26.44,17,73,31.43,0,0.6,1,Savings,Central,POS,0
14.63,4,64,12.85,0,0.17,1,Savings,Central,Online,0
480.33,5,65,15.58,0,0.65,0,Savings,East,Online,0
42.18,8,45,5.11,0,0.19,7,Current,Central,POS,0
344.35,14,21,3.84,0,0.02,1,Savings,North,Mobile Banking,0
157.33,9,36,18.46,0,0.15,3,Savings,Central,POS,0
16.21,16,41,16.7,0,0.59,4,Current,East,ATM,0
622.22,18,74,1.96,0,0.64,4,Savings,East,Mobile Banking,0
56.73,11,57,4.09,0,0.86,3,Savings,West,POS,0
392.72,8,23,43.94,0,0.06,2,Savings,South,POS,0
36.98,14,33,5.44,0,0.95,2,Savings,Central,Online,0
384.75,13,49,0.39,0,0.52,2,Savings,South,POS,0
2.66,0,47,0.99,0,0.25,4,Savings,East,Mobile Banking,0
143.4,16,52,22.41,0,0.37,5,Current,North,Online,0
293.45,0,25,21.23,0,0.06,5,Savings,Central,POS,0
546.05,22,22,7.21,0,0.11,3,Savings,South,Online,0
479.82,20,54,2.49,0,0.88,5,Current,West,Mobile Banking,0
342.54,21,29,10.34,1,0.11,1,Business,East,POS,0
438.19,12,42,6.05,0,0.06,4,Savings,North,Online,0
44.43,7,50,7.03,0,0.6,3,Savings,South,Online,0
66.87,12,56,4.54,0,0.38,0,Current,North,Online,0
68.21,15,41,0.97,0,0.41,3,Savings,East,POS,0
94.66,1,28,23.49,0,0.12,3,Current,North,Mobile Banking,0
99.95,12,59,14.44,0,0.04,6,Savings,North,Online,0
157.3,17,52,26.99,0,0.87,8,Savings,West,POS,0
34.84,2,57,10.49,0,0.39,2,Business,South,Online,0
235.04,12,18,62.98,0,0.11,2,Business,South,ATM,0
36.68,18,25,49.26,0,0.2,5,Savings,South,POS,0
74.3,12,40,4.76,0,0.1,1,Savings,South,Mobile Banking,0
139.97,18,37,7.34,0,0.48,5,Savings,South,Mobile Banking,0
318.36,3,49,20.96,0,0.8,1,Savings,East,Online,0
269.01,18,28,22.48,0,0.39,2,Savings,East,ATM,0
207.43,17,24,36.24,0,0.62,6,Current,West,Online,0
33.87,5,47,15.86,0,0.68,2,Savings,North,Online,0
158.39,18,65,9.67,0,0.71,1,Savings,East,Online,0
18.3,3,56,7.11,0,0.61,0,Savings,West,Online,0
94.76,3,30,8.15,0,0.55,4,Savings,East,Online,0
106.72,23,59,28.5,0,0.48,5,Current,West,ATM,0
8.13,6,66,58.69,0,0.47,3,Current,South,POS,0
64.04,6,20,0.8,0,0.33,0,Current,North,Online,0
623.13,22,24,13.02,0,0.5,4,Savings,Central,POS,0
614.23,15,60,11.01,0,0.48,4,Business,East,Online,0
86.87,15,30,7.08,0,0.32,5,Current,North,Mobile Banking,0
8.81,4,54,28.62,0,0.3,3,Current,Central,Online,0
39.47,14,42,12.86,0,0.45,6,Savings,West,POS,0
99.59,22,40,5.63,0,0.8,4,Savings,North,Online,0
590.46,3,68,8.81,0,0.25,5,Current,East,ATM,0
30.44,23,64,6.62,0,0.85,1,Savings,East,Mobile Banking,0
288.37,12,50,8.43,0,0.72,2,Savings,East,ATM,0
23.01,18,22,1.11,0,0.26,4,Savings,South,Online,0
795.39,6,49,1.78,0,0.01,2,Current,East,Mobile Banking,0
96.13,11,47,14.66,0,0.08,3,Current,East,POS,0
298.54,8,48,17.28,0,0.88,1,Savings,East,Mobile Banking,0
83.89,16,30,15.18,0,0.81,3,Current,East,POS,0
197.59,1,59,21.6,0,0.38,6,Savings,East,Online,0
42.64,15,22,43.11,0,0.06,3,Current,West,Online,0
31.57,6,40,29.56,0,0.81,2,Business,East,Mobile Banking,0
556.33,17,18,8.13,0,0.26,5,Current,South,Online,0
499.35,6,27,3.68,0,0.95,3,Current,East,ATM,0
436.91,0,67,5.61,0,0.52,3,Savings,West,Online,0
196.4,2,44,13.29,0,0.72,1,Current,South,POS,0
330.33,20,71,29.09,0,0.46,2,Current,West,ATM,0
14.31,10,25,18.15,0,0.03,3,Savings,Central,Online,0
81.53,21,69,11.75,0,0.06,4,Savings,North,POS,0
75.29,14,20,13.81,0,0.98,6,Savings,Central,Online,0
201.93,2,36,11.27,0,0.41,1,Current,Central,POS,0
88.0,23,68,53.44,0,0.18,1,Current,South,ATM,0
32.15,12,19,25.4,1,0.72,4,Savings,North,Mobile Banking,0
181.5,3,66,22.8,0,0.88,2,Savings,North,POS,0
336.81,22,48,10.93,0,0.27,6,Current,Central,POS,0
96.29,21,65,6.05,0,0.57,4,Savings,North,Online,0
28.37,7,70,0.3,0,0.25,6,Current,Central,POS,0
43.8,21,27,0.67,0,0.82,7,Current,North,ATM,0
54.23,3,70,0.46,0,0.09,1,Current,West,Online,0
71.31,17,33,59.04,0,0.37,5,Savings,West,ATM,0
205.89,6,54,1.82,0,0.38,2,Savings,Central,Online,0
183.73,10,37,2.3,1,0.64,6,Savings,East,Online,0
238.2,3,20,9.93,0,0.18,7,Savings,Central,Mobile Banking,0
90.04,12,52,9.85,0,0.48,3,Savings,West,Mobile Banking,0
347.45,8,51,37.88,0,0.55,0,Savings,South,POS,0
45.65,8,38,1.15,0,0.89,4,Business,East,POS,0
126.61,22,53,47.28,0,0.53,2,Savings,North,ATM,0
322.83,20,49,3.66,0,0.13,5,Savings,South,Mobile Banking,0
39.73,18,71,52.68,0,0.1,5,Savings,South,Online,0
23.28,2,35,11.69,0,0.92,0,Savings,North,Online,0
430.29,11,51,15.83,0,0.98,1,Current,Central,Mobile Banking,0
83.99,10,73,5.69,0,0.17,3,Current,West,POS,0
230.32,19,55,14.19,0,0.75,0,Current,East,ATM,0
5.14,10,20,18.61,0,0.25,3,Savings,West,ATM,0
234.27,16,70,0.16,0,0.83,8,Savings,East,Online,0
75.99,20,20,0.52,0,0.1,0,Current,West,Mobile Banking,0
11.47,13,44,64.55,0,0.44,1,Current,West,Online,0
188.23,15,19,9.18,0,0.6,3,Current,Central,ATM,0
55.1,23,20,41.19,0,0.85,1,Savings,Central,POS,0
97.82,9,34,19.63,0,0.86,6,Current,North,Online,0
16.8,3,63,7.0,0,0.18,6,Savings,South,POS,0
31.84,9,56,2.45,0,0.97,3,Savings,Central,POS,0
70.76,19,71,57.35,1,0.64,2,Savings,East,Online,1
18.81,11,70,13.17,0,0.66,4,Savings,East,Online,0
483.43,8,55,3.2,0,0.89,3,Current,West,POS,0
1.21,14,57,17.17,0,0.32,3,Current,South,ATM,0
132.28,8,36,1.45,0,0.42,1,Savings,West,ATM,0
26.31,6,36,30.38,0,0.98,2,Business,South,Online,2
73.54,23,61,1.42,0,0.02,6,Savings,West,ATM,0
520.9,11,22,4.04,0,0.87,6,Savings,South,Mobile Banking,0
35.27,19,22,1.44,0,0.84,3,Current,Central,Mobile Banking,0
675.3,23,31,1.64,0,0.26,5,Savings,Central,POS,0
46.08,13,44,11.13,0,0.82,4,Savings,Central,Mobile Banking,0
270.62,21,66,17.42,0,0.33,1,Savings,Central,Online,0
158.23,15,65,23.3,0,0.63,7,Savings,North,Online,0
431.66,18,53,17.81,0,0.45,4,Savings,East,POS,0
161.48,22,74,6.78,0,0.1,3,Savings,Central,Online,0
152.95,2,57,12.22,0,0.9,8,Current,Central,POS,0
43.5,10,52,39.4,0,0.55,2,Business,North,POS,0
36.36,22,38,7.35,0,0.48,2,Savings,East,Online,0
496.56,20,22,4.36,0,0.88,2,Savings,West,POS,0
79.45,19,72,10.99,0,0.33,2,Current,East,Online,0
93.07,18,41,5.29,0,0.57,2,Savings,South,Mobile Banking,0
285.28,7,74,4.55,1,0.88,1,Current,West,ATM,0
82.75,19,56,22.63,0,0.34,2,Current,West,ATM,0
607.57,7,67,33.22,0,0.79,3,Current,South,POS,0
267.83,2,41,10.47,0,0.51,1,Current,Central,Online,0
181.98,9,57,22.7,1,0.16,2,Savings,East,POS,0
425.55,12,60,3.11,0,0.04,4,Savings,South,POS,0
10.18,8,63,11.9,0,0.73,2,Savings,East,Online,0
59.43,5,67,15.17,0,0.26,3,Savings,West,POS,0
125.11,14,30,10.12,0,0.82,5,Savings,West,POS,0
51.49,15,55,1.86,0,0.19,3,Current,Central,ATM,0
272.44,4,62,19.87,0,0.57,2,Business,Central,Online,0
503.18,20,18,27.4,0,0.09,7,Savings,South,Online,0
110.25,12,60,15.13,0,0.74,2,Savings,East,ATM,0
83.75,18,56,2.78,0,0.77,4,Business,Central,Online,1
651.68,1,27,1.16,0,0.92,2,Savings,East,Online,0
117.7,5,19,5.38,0,0.56,1,Savings,North,ATM,0
134.3,0,33,0.57,0,0.11,4,Business,South,Online,0
86.66,14,54,27.42,0,0.83,1,Current,East,Mobile Banking,0
480.59,14,33,18.21,0,0.31,2,Savings,Central,POS,0
168.31,13,40,12.44,0,0.9,4,Savings,Central,Online,0
287.24,6,43,33.06,0,0.98,3,Savings,East,ATM,0
334.06,4,33,1.75,0,0.13,2,Current,West,Online,0
83.66,19,44,18.8,0,0.08,3,Savings,North,Online,0
113.72,15,64,2.38,0,0.9,1,Savings,South,POS,0
377.4,16,58,0.94,0,0.9,2,Savings,East,Online,0
90.28,10,47,2.14,0,0.59,7,Current,Central,Mobile Banking,0
315.91,14,50,45.22,0,0.89,1,Savings,South,ATM,0
566.02,19,49,8.71,0,0.93,4,Business,East,POS,0
195.21,15,26,0.75,0,0.56,1,Savings,Central,ATM,0
270.67,2,28,13.14,0,0.69,2,Savings,North,POS,0
327.05,5,54,3.34,1,0.61,4,Savings,East,Mobile Banking,0
372.92,20,23,0.1,0,0.17,3,Savings,East,ATM,0
100.52,22,47,21.31,0,0.44,0,Savings,South,Mobile Banking,0
10.52,12,57,2.52,1,0.68,2,Current,South,Online,0
102.79,0,32,42.84,0,0.61,4,Savings,Central,ATM,0
224.02,20,65,13.48,0,0.22,3,Savings,West,Online,0
119.69,13,47,1.37,0,0.91,5,Savings,North,Online,0
276.43,1,35,3.69,0,0.78,4,Savings,Central,Online,0
88.32,1,29,14.16,0,0.07,2,Savings,Central,ATM,0
201.43,14,72,6.19,0,0.34,7,Savings,South,Mobile Banking,0
41.26,17,21,11.39,0,1.0,4,Business,Central,Online,1
276.76,8,74,24.11,0,0.39,1,Current,North,Mobile Banking,0
157.8,2,71,23.6,0,0.66,4,Savings,East,Mobile Banking,0
45.65,3,33,17.96,0,0.1,4,Savings,West,POS,0
69.04,14,40,32.58,0,0.31,4,Current,West,Online,0
276.15,4,28,3.34,0,0.88,2,Savings,East,Mobile Banking,0
131.79,19,71,2.93,0,0.51,3,Savings,South,Mobile Banking,0
48.68,19,41,24.09,0,0.83,1,Savings,Central,Online,0
683.9,4,39,5.8,1,0.01,3,Current,West,Mobile Banking,0
251.14,9,56,10.77,0,0.67,1,Current,South,Online,0
629.94,15,73,20.44,0,0.3,4,Business,Central,POS,0
111.41,11,32,7.56,0,0.86,2,Current,West,POS,0
128.91,13,66,2.09,0,0.94,3,Current,West,Online,0
456.47,21,32,17.07,0,0.69,4,Current,East,Online,0
148.91,10,27,25.49,0,0.15,4,Savings,South,ATM,0
245.71,18,45,0.19,0,0.47,4,Savings,North,ATM,0
58.12,5,53,12.4,0,0.46,4,Savings,West,POS,0
118.38,9,71,9.51,0,0.83,2,Savings,Central,POS,0
26.35,19,34,4.51,0,0.46,5,Savings,South,ATM,0
46.13,2,53,2.63,0,0.33,2,Savings,West,Mobile Banking,0
0.19,21,39,3.12,0,0.61,5,Savings,North,Mobile Banking,0
8.01,14,40,19.36,0,0.65,4,Savings,North,POS,0
756.94,10,46,11.52,0,0.81,3,Business,West,ATM,1
55.51,21,39,59.57,0,0.9,5,Business,East,Online,2
217.72,1,28,4.18,0,0.89,4,Savings,West,Online,0
365.39,23,53,47.16,0,0.63,3,Savings,West,Mobile Banking,0
160.0,5,61,10.86,0,0.52,3,Current,Central,POS,0
33.25,16,46,2.37,0,0.8,4,Current,Central,POS,0
260.48,17,72,2.41,0,0.31,1,Savings,East,Online,0
183.38,3,59,14.07,0,0.76,3,Current,Central,POS,0
262.8,22,49,26.71,0,0.51,2,Savings,West,Online,0
293.71,8,31,20.66,0,0.12,5,Current,East,ATM,0
741.09,9,35,15.99,0,0.75,3,Business,Central,Mobile Banking,0
170.46,20,55,2.83,0,0.65,5,Savings,Central,ATM,0
83.6,1,54,1.72,0,0.08,2,Savings,West,Online,0
209.09,10,51,0.0,0,0.45,3,Savings,East,POS,0
14.18,10,74,1.61,0,0.49,4,Current,Central,Online,0
455.38,10,62,21.81,0,0.65,3,Current,South,Online,0
25.43,0,40,33.84,0,0.68,2,Savings,West,ATM,0
79.45,13,49,4.12,0,0.19,3,Savings,South,POS,0
338.29,0,63,23.76,0,0.03,1,Savings,North,ATM,0
181.92,20,20,3.33,0,0.79,3,Current,Central,POS,0
100.05,22,72,4.3,0,0.98,8,Current,South,POS,0
128.28,8,60,3.81,0,0.94,4,Savings,North,Online,0
385.58,23,39,0.8,0,0.5,4,Savings,West,Online,0
83.1,0,40,3.24,0,0.53,2,Savings,South,POS,0
407.51,20,21,7.02,0,0.93,2,Savings,East,Online,0
18.45,21,30,7.8,0,0.54,1,Current,West,Mobile Banking,0
299.94,21,49,5.55,0,0.28,4,Savings,West,ATM,0
376.18,3,46,10.85,0,0.68,1,Savings,East,Online,0
40.13,0,57,7.12,0,0.48,4,Current,West,Online,0
112.55,18,57,52.78,0,0.79,2,Savings,North,POS,0
36.18,9,72,24.7,0,0.78,4,Savings,Central,Online,0
245.25,14,62,40.1,0,0.94,5,Current,West,Online,1
153.29,19,72,12.23,0,0.14,2,Savings,South,POS,0
201.75,3,27,17.01,0,0.52,0,Savings,West,Online,0
43.75,19,30,2.73,0,0.79,2,Current,East,Online,0
47.59,13,62,20.96,0,0.43,5,Savings,South,POS,0
8.48,4,73,4.04,0,0.63,3,Savings,East,POS,0
77.74,14,34,2.36,0,0.82,2,Savings,West,Mobile Banking,0
164.08,14,55,0.64,0,0.47,7,Business,North,Online,0
390.29,15,19,9.59,0,0.41,0,Savings,South,Online,0
219.88,15,34,5.07,0,0.18,1,Savings,West,POS,0
114.33,3,61,64.83,0,0.82,3,Savings,West,POS,0
612.03,8,43,4.31,0,0.8,2,Current,East,Online,0
254.05,0,72,30.21,0,0.74,2,Savings,West,POS,0
532.32,4,55,5.71,0,0.39,3,Savings,North,ATM,0
149.98,8,54,20.74,0,0.58,5,Savings,South,Online,0
59.93,19,22,16.18,1,0.12,0,Current,West,Online,0
10.85,4,42,12.38,1,0.32,1,Business,East,Online,1
258.99,3,26,8.09,0,0.44,5,Savings,North,Online,0
25.86,15,45,16.68,0,0.04,1,Business,Central,Online,0
72.13,1,39,7.85,0,0.1,4,Savings,North,POS,0
152.06,15,46,11.91,0,0.83,4,Savings,West,POS,0
166.21,17,52,13.37,0,0.97,1,Savings,West,Online,0
183.55,1,72,4.67,0,0.32,6,Savings,South,Online,0
36.37,15,37,6.23,0,0.11,1,Savings,West,POS,0
95.52,0,22,0.27,0,0.94,0,Savings,North,Mobile Banking,0
192.05,15,56,28.67,1,0.91,6,Savings,Central,Online,1
700.11,2,61,21.16,0,0.65,5,Current,North,Online,0
260.12,14,49,3.04,0,0.34,2,Savings,West,ATM,0
511.76,10,56,6.74,0,0.11,2,Savings,West,Online,0
287.28,9,27,8.2,0,0.94,3,Current,Central,Online,0
179.16,16,57,6.11,0,0.92,3,Savings,Central,Mobile Banking,0
42.64,3,34,24.01,0,0.74,2,Savings,South,Online,0
219.73,16,54,19.39,0,0.93,2,Current,Central,Online,0
195.3,3,32,21.86,0,0.14,5,Savings,East,Online,0
184.5,18,26,35.17,1,0.11,3,Savings,West,Mobile Banking,0
134.58,0,49,13.56,0,0.19,4,Business,South,POS,0
150.43,13,40,14.3,0,0.22,4,Current,North,ATM,0
81.43,23,28,19.2,0,0.83,5,Savings,South,Online,0
146.51,10,30,17.15,0,0.92,0,Savings,West,POS,0
44.02,6,35,30.58,0,0.22,2,Savings,West,POS,0
327.13,16,66,22.06,0,0.46,3,Savings,Central,POS,0
41.1,3,73,1.93,0,0.45,4,Savings,Central,POS,0
17.76,9,26,39.54,0,0.18,3,Savings,East,POS,0
114.63,16,59,17.24,0,0.85,3,Current,East,Online,0
214.77,3,22,2.04,0,0.52,6,Business,West,POS,0
115.15,18,60,22.17,0,0.57,4,Savings,West,POS,0
64.8,17,39,6.66,0,0.26,1,Savings,East,Online,0
163.37,16,49,24.6,0,0.56,4,Current,East,POS,0
85.24,5,64,46.65,0,0.79,8,Savings,Central,Online,1
540.22,6,19,4.42,0,0.3,5,Savings,South,Online,0
511.87,5,38,29.22,0,0.11,2,Savings,Central,Online,0
139.58,11,45,22.28,0,0.58,3,Current,East,Online,0
79.46,8,69,16.68,0,0.64,6,Savings,North,POS,0
267.22,17,41,7.29,0,0.2,3,Savings,East,ATM,0
7.48,1,41,1.75,0,0.25,2,Savings,North,POS,0
128.78,16,31,9.92,0,0.15,2,Savings,Central,Online,0
81.99,20,54,1.68,0,0.92,2,Savings,Central,POS,0
506.49,0,44,10.4,0,0.21,3,Savings,Central,Online,0
2.42,22,41,25.75,0,0.01,3,Business,West,Online,0
160.96,8,23,90.72,1,0.84,2,Business,West,Online,2
269.93,5,43,3.31,0,0.8,2,Business,Central,Online,1
132.72,1,71,3.5,0,0.46,4,Savings,South,Online,0
17.85,5,32,24.98,0,0.8,3,Current,West,Online,0
718.43,8,46,9.5,0,0.45,4,Business,South,ATM,0
145.97,2,53,37.12,0,0.22,1,Business,West,POS,0
190.48,15,27,21.98,0,0.43,3,Savings,East,Mobile Banking,0
54.0,23,45,20.0,0,0.49,2,Current,Central,POS,0
132.14,14,68,1.61,0,0.01,4,Savings,West,Mobile Banking,0
112.13,11,26,0.55,0,0.11,0,Current,East,Online,0
15.57,22,38,5.71,0,0.87,3,Current,South,POS,0
22.45,7,27,3.68,0,0.39,4,Savings,West,POS,0
363.38,5,21,18.69,0,0.33,4,Savings,South,POS,0
54.84,2,71,8.99,1,0.89,1,Savings,Central,Online,1
43.37,22,21,11.11,0,0.15,4,Savings,West,POS,0
140.6,3,23,25.21,0,0.22,1,Savings,Central,POS,0
292.85,9,43,9.77,0,0.83,3,Savings,North,Online,0
12.79,13,57,11.81,0,0.28,0,Savings,Central,ATM,0
171.99,20,33,27.71,0,0.63,4,Savings,South,ATM,0
25.39,23,25,8.47,0,0.74,2,Savings,South,POS,0
7.43,14,45,1.3,0,0.22,2,Current,Central,POS,0
10.84,6,33,11.06,0,0.25,1,Savings,West,Online,0
359.35,6,55,12.99,0,0.52,5,Savings,West,Online,0
25.11,7,66,10.76,0,0.79,4,Savings,South,POS,0
9.24,9,18,4.48,0,0.55,8,Savings,South,ATM,0
115.22,18,36,3.8,0,0.07,6,Current,East,Online,0
371.57,18,67,6.92,0,0.35,2,Savings,West,Online,0
60.87,1,34,2.73,0,0.33,4,Savings,East,POS,0
109.54,14,66,16.45,0,0.81,0,Savings,South,ATM,0
8.15,0,45,14.31,0,0.29,4,Current,South,Online,0
119.23,9,61,15.01,0,0.9,1,Current,East,Online,0
172.37,5,29,3.82,0,0.33,5,Current,West,POS,0
169.22,21,23,4.25,0,0.19,6,Savings,West,Mobile Banking,0
80.82,12,24,23.22,0,0.54,2,Current,South,ATM,0
75.82,9,25,17.57,1,0.39,2,Current,North,ATM,0
22.55,11,20,31.21,0,0.65,4,Current,North,Online,0
91.39,23,66,7.75,1,0.92,6,Current,South,Online,1
20.96,5,38,11.89,0,0.94,3,Savings,North,Online,0
291.0,5,25,20.14,0,0.23,6,Savings,South,ATM,0
677.9,0,45,54.83,0,0.16,2,Savings,West,Online,0
701.81,11,47,68.54,0,0.94,1,Current,West,POS,1
400.6,22,49,106.51,0,0.81,4,Current,North,ATM,0
183.65,22,28,33.18,0,0.26,3,Current,North,Online,0
241.37,9,37,15.31,0,0.8,3,Savings,West,Mobile Banking,0
67.15,13,67,0.1,0,0.74,3,Current,Central,Mobile Banking,0
199.27,14,33,18.04,0,0.25,3,Savings,Central,Mobile Banking,0
121.63,22,42,4.09,0,0.91,7,Savings,East,POS,0
131.56,23,62,0.88,0,0.32,3,Savings,East,Online,0
283.58,3,26,17.92,0,0.48,1,Savings,North,ATM,0
66.23,0,68,21.16,1,0.61,3,Savings,East,ATM,0
76.56,7,56,16.16,0,0.19,3,Savings,Central,Online,0
517.1,2,66,6.82,0,0.61,1,Savings,South,POS,0
11.57,13,57,10.73,0,0.71,2,Current,South,POS,0
132.96,16,57,40.99,0,0.1,3,Savings,Central,POS,0
487.91,1,20,19.62,0,0.38,0,Current,South,POS,0
188.51,14,33,10.54,0,0.61,3,Savings,East,Online,0
158.11,5,29,13.5,0,0.93,0,Current,North,POS,0
